"state","year","county","precinct","total_votes","rep_votes","dem_votes"
"AL",2012,"COLBERT","PRIDE MISSIONARY BAPTIST",714,197,504
"AL",2012,"COLBERT","PROVISIONAL",11,6,5
"AL",2012,"COLBERT","SHEFFIELD BOARD OF ED BLDG.",440,180,254
"AL",2012,"COLBERT","SHEFFIELD FIRE MONTGOMERY",258,135,118
"AL",2012,"COLBERT","SHEFFIELD FIRE STN 2ND ST",683,421,254
"AL",2012,"COLBERT","SHEFFIELD MICHAEL CENTER",656,615,40
"AL",2012,"COLBERT","SHEFFIELD RECREATION CENTER",801,290,498
"AL",2012,"COLBERT","SPRING VALLEY CHURCH OF GOD",371,113,252
"AL",2012,"COLBERT","SRYGLEY CHURCH OF CHRIST",112,30,79
"AL",2012,"COLBERT","TREE HOUSE SCHOOL",771,218,547
"AL",2012,"COLBERT","TUSCUMBIA CALVARY BAPTIST",432,192,238
"AL",2012,"COLBERT","TUSCUMBIA MULTI-PURPOSE",951,390,548
"AL",2012,"COLBERT","WESTSIDE BAPTIST",442,125,314
"AL",2012,"COLBERT","WOODWARD AVE. BAPTIST CHURCH",1054,418,627
"AL",2012,"CONECUH","2ND MOUNT ZION CHURCH",133,109,24
"AL",2012,"CONECUH","ABSENTEE",310,175,132
"AL",2012,"CONECUH","ANNEX VOTING HOUSE",114,84,30
"AL",2012,"CONECUH","ANTIOCH FIRE DEPARTMENT",226,29,196
"AL",2012,"CONECUH","BELLEVILLE FIRE DEPT.",446,355,91
"AL",2012,"CONECUH","BERMUDA COMMUNTIY HOUSE",183,38,145
"AL",2012,"CONECUH","BROOKLYN MASONIC LODGE",78,36,42
"AL",2012,"CONECUH","BROWNVILLE FIRE DEPT.",201,71,129
"AL",2012,"CONECUH","CASTLEBERRY FIRE DEPT.",529,219,308
"AL",2012,"CONECUH","DAVID BURT BUILDING",718,200,516
"AL",2012,"CONECUH","FLAT ROCK FIRE DEPT.",101,11,90
"AL",2012,"CONECUH","HEALTH DEPARTMENT",363,267,96
"AL",2012,"CONECUH","JOHNSONVILLE FIRE DEPT.",136,130,5
"AL",2012,"CONECUH","LENOX COMMUNITY HOUSE",199,15,183
"AL",2012,"CONECUH","LITTLE ZION CHURCH",163,103,60
"AL",2012,"CONECUH","LYEFFION FIRE DEPT.",279,69,210
"AL",2012,"CONECUH","MOUNT UNION CHURCH",133,35,98
"AL",2012,"CONECUH","NATIONAL GUARD ARMORY",825,692,130
"AL",2012,"CONECUH","NAZARENE BAPTIST CHURCH",227,165,59
"AL",2012,"CONECUH","OLD FIELD CHURCH",284,183,101
"AL",2012,"CONECUH","PAUL FIRE DEPT.",134,53,78
"AL",2012,"CONECUH","PROVISIONAL",9,4,5
"AL",2012,"CONECUH","RANGE FIRE DEPT.",115,10,105
"AL",2012,"CONECUH","REPTON CITY HALL",383,202,176
"AL",2012,"CONECUH","ROBINSONS MILL VOTING HOUSE",186,115,70
"AL",2012,"CONECUH","SANDCUTT FIRE DEPT.",236,17,217
"AL",2012,"CONECUH","SKINNERTON FIRE DEPT.",58,16,42
"AL",2012,"CONECUH","WOOTEN VOTING HOUSE",253,152,101
"AL",2012,"COOSA","ABSENTEE",178,67,111
"AL",2012,"COOSA","COTTAGE GROVE DAYCARE BOX 9",239,231,8
"AL",2012,"COOSA","COURTHOUSE BOX 10",563,196,364
"AL",2012,"COOSA","EQUALITY FIRE DEPT. BOX 8",368,65,298
"AL",2012,"COOSA","HANOVER BOX 3",206,35,169
"AL",2012,"COOSA","KELLEYTON FIRE DEPT. BOX 2",669,338,329
"AL",2012,"COOSA","MARBLE VALLEY FIRE BOX 18",99,20,77
"AL",2012,"COOSA","MT. OLIVE COMM CTR BOX 20",176,73,101
"AL",2012,"COOSA","OLD RAILROAD DEPOT BOX 1",1036,823,209
"AL",2012,"COOSA","PROVISIONAL",5,3,2
"AL",2012,"COOSA","RAY FIRE DEPT. BOX 7",409,199,207
"AL",2012,"COOSA","RICHVILLE FIRE BOX 13",254,35,218
"AL",2012,"COOSA","WEOGUFKA VOTING HOUSE BOX 17",357,32,324
"AL",2012,"COOSA","WEST COOSA SR. CTR. BOX 5",710,74,632
"AL",2012,"COVINGTON","ABSENTEE",720,133,579
"AL",2012,"COVINGTON","ANDALUSIA KIWANIS FAIR BD",4019,1234,2757
"AL",2012,"COVINGTON","BABBIE  FIRE",403,26,373
"AL",2012,"COVINGTON","BEULAH VOTING HOUSE",265,17,247
"AL",2012,"COVINGTON","BLUE SPRINGS HORN HILL CT",330,27,296
"AL",2012,"COVINGTON","BUCK CREEK FIRE",354,41,310
"AL",2012,"COVINGTON","CAROLINA CITY HALL",420,38,380
"AL",2012,"COVINGTON","FLORALA OLD NATL GUARD",779,198,571
"AL",2012,"COVINGTON","GANTT CITY HALL",526,98,423
"AL",2012,"COVINGTON","HARMONY",211,20,190
"AL",2012,"COVINGTON","HEATH CITY HALL",393,56,336
"AL",2012,"COVINGTON","HOPEWELL FIRE",321,27,291
"AL",2012,"COVINGTON","LIBERTYVILLE CITY HALL",246,18,228
"AL",2012,"COVINGTON","LOANGO FIRE DEPT.",222,31,191
"AL",2012,"COVINGTON","LOCKHART CITY HALL",410,101,307
"AL",2012,"COVINGTON","MARVIN ODOMS VOTING HOUSE",102,22,78
"AL",2012,"COVINGTON","OPP SENIOR ACTIVITY CENTER",2844,643,2184
"AL",2012,"COVINGTON","PLEASANT HOME/CATOE’S",109,7,100
"AL",2012,"COVINGTON","PROVSIONAL",0,0,0
"AL",2012,"COVINGTON","RED LEVEL FIRE DEPT.",370,41,326
"AL",2012,"COVINGTON","RED OAK FD",242,25,216
"AL",2012,"COVINGTON","RIVER FALLS CITY HALL",384,177,203
"AL",2012,"COVINGTON","ROSE HILL COMMUNITY CTR",327,45,281
"AL",2012,"COVINGTON","SANFORD  CITY HALL",426,31,394
"AL",2012,"COVINGTON","STRAUGHN (AG BUILDING)",502,42,458
"AL",2012,"COVINGTON","UNION GROVE FIRE",285,35,248
"AL",2012,"COVINGTON","WING FIRE DEPT.",205,22,181
"AL",2012,"CRENSHAW","ABSENTEE",250,58,190
"AL",2012,"CRENSHAW","BRANTLEY COMMUNITY CTR.",718,233,482
"AL",2012,"CRENSHAW","BUSH’S GROCERY",45,15,30
"AL",2012,"CRENSHAW","CHAPEL HILL COMMUNITY CTR",320,44,276
"AL",2012,"CRENSHAW","COUNTY COURTHOUSE",877,234,635
"AL",2012,"CRENSHAW","DANIELVILLE SCHOOL HOUSE",268,46,222
"AL",2012,"CRENSHAW","DOZIER CITY HALL",274,105,167
"AL",2012,"CRENSHAW","GLENWOOD CITY HALL",197,54,142
"AL",2012,"CRENSHAW","HARBIN FARM CENTER",531,369,159
"AL",2012,"CRENSHAW","HIGHLAND HOME NEW FIRE",449,64,384
"AL",2012,"CRENSHAW","LILLER’S STORE",206,28,174
"AL",2012,"CRENSHAW","PANOLA COMMUNITY CTR.",298,107,189
"AL",2012,"CRENSHAW","PATSBURG DEPOT BLDG.",174,6,166
"AL",2012,"CRENSHAW","PETREY COMMUNITY CTR.",561,398,162
"AL",2012,"CRENSHAW","PLEASANT HOME SCHOOL",113,47,64
"AL",2012,"CRENSHAW","PROVISIONAL",0,0,0
"AL",2012,"CRENSHAW","RUTLEDGE COMMUNITY CTR.",496,160,336
"AL",2012,"CRENSHAW","VFD HONORAVILLE",260,37,220
"AL",2012,"CRENSHAW","VIDETTE COMMUNITY CTR.",152,14,137
"AL",2012,"CRENSHAW","WEEDS STORE BRANTLEY",222,29,191
"AL",2012,"CULLMAN","ABSENTEE",1266,193,1060
"AL",2012,"CULLMAN","ARKADELPHIA FIRE DEPT.",263,44,217
"AL",2012,"CULLMAN","BAILEYTON TOWN HALL",702,121,569
"AL",2012,"CULLMAN","BALDWIN COMMUNITY CENTER",439,64,372
"AL",2012,"CULLMAN","BATTLEGROUND FIRE DEPT.",417,81,333
"AL",2012,"CULLMAN","BEAT 8 COMMUNITY CENTER",188,23,164
"AL",2012,"CULLMAN","BERLIN COMMUNITY CENTER",743,90,647
"AL",2012,"CULLMAN","BETHEL COMMUNITY CENTER",350,60,287
"AL",2012,"CULLMAN","BETHSADIA FIRE DEPT.",401,61,330
"AL",2012,"CULLMAN","BOLTE-WHITE GROVE CHURCH",466,65,396
"AL",2012,"CULLMAN","BREMEN FIRE DEPT.",669,55,605
"AL",2012,"CULLMAN","BROOKLYN COMMUNITY CTR",400,74,321
"AL",2012,"CULLMAN","BRUSHY POND COMMUNITY CTR",481,58,418
"AL",2012,"CULLMAN","CENTER HILL COMMUNITY CTR",317,40,270
"AL",2012,"CULLMAN","COLD SPRINGS FIRE DEPT.",486,72,409
"AL",2012,"CULLMAN","COLONY TOWN HALL",303,223,77
"AL",2012,"CULLMAN","COURT HOUSE CONF ROOM",456,65,389
"AL",2012,"CULLMAN","CRANE HILL FIRE DEPT.",906,129,765
"AL",2012,"CULLMAN","CULLMAN CITY HALL",1351,206,1129
"AL",2012,"CULLMAN","CULLMAN CIVIC CENTER",3038,454,2551
"AL",2012,"CULLMAN","CULLMAN CO OFFICE BLDG",1338,197,1129
"AL",2012,"CULLMAN","CULLMAN CO. HEALTH DEPT.",410,46,362
"AL",2012,"CULLMAN","DODGE CITY TOWN HALL",576,66,505
"AL",2012,"CULLMAN","EAST POINT COMMUNITY CTR",518,66,448
"AL",2012,"CULLMAN","FAIRVIEW FIRE DEPT. (A-K)",517,76,435
"AL",2012,"CULLMAN","FAIRVIEW TOWN HALL (L-Z)",409,64,342
"AL",2012,"CULLMAN","FRIENDSHIP METHODIST CH.",966,112,845
"AL",2012,"CULLMAN","GARDEN CITY TOWN HALL",450,48,394
"AL",2012,"CULLMAN","GOLD RIDGE COMMUNITY CTR",811,119,685
"AL",2012,"CULLMAN","GOOD HOPE TOWN HALL",1168,155,1000
"AL",2012,"CULLMAN","GRANDVIEW COMMUNITY CTR",331,36,292
"AL",2012,"CULLMAN","HANCEVILLE CITY HALL",1178,204,954
"AL",2012,"CULLMAN","HOLLY POND FIRE DEPT.",1378,155,1213
"AL",2012,"CULLMAN","JONES CHAPEL FIRE DEPT.",880,127,738
"AL",2012,"CULLMAN","JOPPA VOLUNTEER FIRE DEPT",433,75,351
"AL",2012,"CULLMAN","KELLEY COMMUNITY CENTER",845,107,729
"AL",2012,"CULLMAN","LOGAN FIRE DEPT.",368,54,310
"AL",2012,"CULLMAN","MOODY TOWN UNION HILL CH",81,13,68
"AL",2012,"CULLMAN","NEW CANAAN",514,75,435
"AL",2012,"CULLMAN","PROVIDENCE FIRE DEPT.",740,113,613
"AL",2012,"CULLMAN","PROVISIONAL",13,4,9
"AL",2012,"CULLMAN","SIMCOE COMMUNITY CENTER",571,64,501
"AL",2012,"CULLMAN","STEPPVILLE FIRE STATION",796,134,645
"AL",2012,"CULLMAN","STOUTS MOUNTAIN CHURCH",164,25,134
"AL",2012,"CULLMAN","TRIMBLE FIRE STATION",458,54,400
"AL",2012,"CULLMAN","VALLEY GROVE COMM. CTR",778,122,648
"AL",2012,"CULLMAN","VINEMONT FIRE DEPT.",1316,202,1097
"AL",2012,"CULLMAN","WALTER COMMUNITY CENTER",544,72,465
"AL",2012,"CULLMAN","WELTI MT. ZION CHURCH",321,57,259
"AL",2012,"CULLMAN","WEST POINT COMMUNITY CTR",1175,144,1013
"AL",2012,"CULLMAN","WHITE CITY COMMUNITY CTR",768,88,671
"AL",2012,"DALE","ABSENTEE",817,222,588
"AL",2012,"DALE","ARGUTA VOTING HOUSE",174,26,143
"AL",2012,"DALE","ARITON CITY HALL",571,115,455
"AL",2012,"DALE","BERTHA VOTING HALL",247,28,216
"AL",2012,"DALE","CLAYHATCHEE COMM. HOUSE",424,68,354
"AL",2012,"DALE","CLOPTON VOTING HALL",147,16,131
"AL",2012,"DALE","DALEVILLE CULTURAL & CONV.",1799,679,1099
"AL",2012,"DALE","ECHO VOTING HALL",816,42,766
"AL",2012,"DALE","EWELL VOTING HALL",1096,245,841
"AL",2012,"DALE","GRIMES COMMUNITY CTR.",718,239,474
"AL",2012,"DALE","LEVEL PLAINS COMM. CENTER",1303,452,842
"AL",2012,"DALE","MARLEY MILL FORESTRY",959,230,721
"AL",2012,"DALE","MIDLAND CITY VOTING HALL",915,365,538
"AL",2012,"DALE","NEWTON CITY HALL",879,157,714
"AL",2012,"DALE","OZARK CIVIC CENTER",5145,1994,3110
"AL",2012,"DALE","PINCKARD CITY HALL",987,153,826
"AL",2012,"DALE","PROVISIONAL",0,0,0
"AL",2012,"DALE","ROCKY HD COMMUNITY HOUSE",595,53,538
"AL",2012,"DALE","ROCKY HEAD FT RUCKER ELEM",235,53,176
"AL",2012,"DALE","SKIPPERVILLE VOTING HALL",552,118,429
"AL",2012,"DALE","SYLVAN GROVE VOTING HALL",172,28,144
"AL",2012,"DALLAS","ABSENTEE",963,623,340
"AL",2012,"DALLAS","BELOIT COMMUNITY CENTER",137,126,11
"AL",2012,"DALLAS","BROAD STREET FIRE STATION",772,771,0
"AL",2012,"DALLAS","CAHABA ROAD FIRE STATION",1118,759,358
"AL",2012,"DALLAS","CARLOWVILLE MINTER VFD",268,207,60
"AL",2012,"DALLAS","CHRISTIAN OUTREACH ALLIANCE",716,593,120
"AL",2012,"DALLAS","DALLAS COUNTY COURTHOUSE",311,191,116
"AL",2012,"DALLAS","EASTEND FIRE STATION",722,708,13
"AL",2012,"DALLAS","GOOD HOPE CHURCH",84,32,51
"AL",2012,"DALLAS","GWC HOMES CENTER",488,484,4
"AL",2012,"DALLAS","MARION JCT. BLACKBELT EXP",392,282,110
"AL",2012,"DALLAS","MEMORIAL STADIUM",639,168,470
"AL",2012,"DALLAS","MT. ZION CHURCH",976,589,381
"AL",2012,"DALLAS","NEW ST. JOHNS MINISTRIES",732,723,9
"AL",2012,"DALLAS","OLD NATIONAL GUARD ARMORY",800,263,535
"AL",2012,"DALLAS","ORRVILLE COMMUNITY CENTER",1054,864,189
"AL",2012,"DALLAS","PLANTERSVILLE VFD",306,134,166
"AL",2012,"DALLAS","PROVISIONAL",17,13,4
"AL",2012,"DALLAS","QUEEN OF PEACE SCHOOL",441,388,53
"AL",2012,"DALLAS","RANGEDALE CENTER",680,675,5
"AL",2012,"DALLAS","SAFFORD COMMUNITY CENTER",144,94,50
"AL",2012,"DALLAS","SELMA MALL",599,560,38
"AL",2012,"DALLAS","SELMONT WATER WORKS",449,373,75
"AL",2012,"DALLAS","SHILOH SCHOOL BUILDING",555,422,133
"AL",2012,"DALLAS","SUMMERFIELD VFD",530,160,365
"AL",2012,"DALLAS","TIPTON SCHOOL",1945,1860,84
"AL",2012,"DALLAS","TYLER COMMUNITY CENTER",291,87,203
"AL",2012,"DALLAS","UNION NEW NATIONAL GRD ARMORY",799,245,549
"AL",2012,"DALLAS","UNION OLD NATIONAL GRD ARMORY",1307,645,657
"AL",2012,"DALLAS","VALLEY GRANDE COMMUNITY CENTER",1585,555,1027
"AL",2012,"DALLAS","WOODROW AVE. FIRE STATION",1133,1018,112
"AL",2012,"DEKALB","ABSENTEE",1026,274,745
"AL",2012,"DEKALB","ADAMSBURG FIRE DEPARTMENT",358,64,293
"AL",2012,"DEKALB","ANTIOCH – BARRY’S BBQ",110,21,84
"AL",2012,"DEKALB","ARONEY FIRE HALL",385,79,301
"AL",2012,"DEKALB","BLAKE COMMUNITY CENTER",646,107,525
"AL",2012,"DEKALB","CARTERSVILLE FIRE HALL",515,114,393
"AL",2012,"DEKALB","COLLINSVILLE-NATL GRD ARMORY",540,166,370
"AL",2012,"DEKALB","COPELAND BRG-LIBERTY HILL",175,27,146
"AL",2012,"DEKALB","DOGTOWN MASONIC LODGE",567,103,451
"AL",2012,"DEKALB","EAST HIGHLAND F H",471,77,393
"AL",2012,"DEKALB","FISCHER COMMUNITY CENTER  1-13",112,32,80
"AL",2012,"DEKALB","FISCHER COMMUNITY CENTER  3-13",309,55,251
"AL",2012,"DEKALB","FYFFE SENIOR CENTER",531,139,383
"AL",2012,"DEKALB","GERALDINE 1ST BAPTIST",806,140,658
"AL",2012,"DEKALB","GROVE OAK CLUB HOUSE",417,89,321
"AL",2012,"DEKALB","HAMMONDVILLE FIRE STATION",406,107,296
"AL",2012,"DEKALB","HENAGAR RURITAN BUILDING",898,181,705
"AL",2012,"DEKALB","HIGH POINT CHURCH",462,77,378
"AL",2012,"DEKALB","IDER SENIOR CENTER",900,229,661
"AL",2012,"DEKALB","IDER-MTN HOME CHURCH",199,38,158
"AL",2012,"DEKALB","KILPATRICK - FIRE STATION",330,89,231
"AL",2012,"DEKALB","LEBANON CHURCH",148,51,93
"AL",2012,"DEKALB","MACEDONIA BAPTIST CHURCH",114,25,88
"AL",2012,"DEKALB","MCKESTES COMMUNITY CENTER",408,109,298
"AL",2012,"DEKALB","MENTONE TOWN HALL",800,202,589
"AL",2012,"DEKALB","PAINTER-LIBERTY BAPTIST CHURCH",342,78,257
"AL",2012,"DEKALB","PAYNE GAP CHURCH",347,53,288
"AL",2012,"DEKALB","PEA RIDGE CHURCH",151,31,118
"AL",2012,"DEKALB","PINE RIDGE COMMUNITY CTR  3-9",106,13,93
"AL",2012,"DEKALB","PINE RIDGE COMMUNITY CTR  4-10",112,24,87
"AL",2012,"DEKALB","PLEASANT HILL COMMUNITY CENTER",375,84,289
"AL",2012,"DEKALB","PORTERSVILLE BAPTIST CHURCH",150,36,112
"AL",2012,"DEKALB","POWELL PARK PAVILLION",439,123,310
"AL",2012,"DEKALB","PROVISIONAL",0,0,0
"AL",2012,"DEKALB","RAINSVILLE 1",1182,194,982
"AL",2012,"DEKALB","RAINSVILLE 2",1068,192,866
"AL",2012,"DEKALB","RODENTOWN COMMUNITY CENTER",329,58,270
"AL",2012,"DEKALB","SAND MTN RESEARCH CENTER",810,111,688
"AL",2012,"DEKALB","SENIOR CITIZEN CENTER 1  3-10",267,70,196
"AL",2012,"DEKALB","SENIOR CITIZEN CENTER 2  3-10",589,183,401
"AL",2012,"DEKALB","SENIOR CITIZEN FIVE POINT",413,85,323
"AL",2012,"DEKALB","SHADY GROVE BAPTIST CHURCH",353,62,284
"AL",2012,"DEKALB","SHILOH TOWN HALL",183,38,141
"AL",2012,"DEKALB","SKIRUM COMMUNITY CENTER",350,85,257
"AL",2012,"DEKALB","SULPHUR SPRINGS COMM CENTER",127,46,78
"AL",2012,"DEKALB","SYLVANIA TOWN HALL",1053,190,844
"AL",2012,"DEKALB","TENBROECK FIRE DEPARTMENT",653,122,520
"AL",2012,"DEKALB","VALLEY HEAD FIRE HALL",285,117,163
"AL",2012,"DEKALB","VFW HALL LOBBY 1",345,103,237
"AL",2012,"DEKALB","VFW HALL LOBBY 2",566,176,383
"AL",2012,"DEKALB","WHITON-OLD SCHOOL BUILDING",284,80,201
"AL",2012,"DEKALB","WILLS VALLEY REC CENTER 1",457,94,362
"AL",2012,"DEKALB","WILLS VALLEY REC CENTER 2",873,192,675
"AL",2012,"ELMORE","ABSENTEE",1349,393,952
"AL",2012,"ELMORE","ASBURY KENT COMM.CTR.",823,106,714
"AL",2012,"ELMORE","BLUE RIDGE BAPTIST",948,114,822
"AL",2012,"ELMORE","BUYCK FIRE DEPARTMENT",882,127,743
"AL",2012,"ELMORE","CAINS CHAPEL LIFE CENTER",1583,164,1409
"AL",2012,"ELMORE","CHURCH OF THE NAZARENE",4308,1008,3265
"AL",2012,"ELMORE","COOSADA TOWN HALL",761,372,385
"AL",2012,"ELMORE","CRENSHAW PARK",580,409,170
"AL",2012,"ELMORE","DEATSVILLE VOL. FIRE",1011,222,776
"AL",2012,"ELMORE","ECLECTIC METHODIST CHURCH",880,281,592
"AL",2012,"ELMORE","FAIN PARK COMM. CENTER",1839,794,1033
"AL",2012,"ELMORE","FRIENDSHIP FIRE",578,172,402
"AL",2012,"ELMORE","GOD’S CONGREGATION CHURCH",260,232,26
"AL",2012,"ELMORE","KOWALIGA FIRE STATION",662,86,571
"AL",2012,"ELMORE","MILLBROOK CIVIC CENTER",2356,1076,1264
"AL",2012,"ELMORE","MULDER METHODIST",3665,671,2961
"AL",2012,"ELMORE","NEW HOME BAPTIST CHURCH",1076,289,783
"AL",2012,"ELMORE","NEW HOPE BAPTIST",623,46,565
"AL",2012,"ELMORE","PLEASANT HILL",770,75,687
"AL",2012,"ELMORE","PROVISIONAL",0,0,0
"AL",2012,"ELMORE","REDHILL COMMUNITY CTR.",470,64,404
"AL",2012,"ELMORE","ROCK SPRINGS VOTING HOUSE",489,115,372
"AL",2012,"ELMORE","SANTUCK COMMUNITY CTR.",1158,280,871
"AL",2012,"ELMORE","SEMAN COMMUNITY CENTER",770,78,686
"AL",2012,"ELMORE","TALLASSEE NATL GUARD",1576,325,1242
"AL",2012,"ELMORE","TITUS COMMUNITY CENTER",335,64,264
"AL",2012,"ELMORE","VICTORY BAPTIST",1792,514,1264
"AL",2012,"ELMORE","WALLSBORO COMMUNITY CTR.",1061,332,725
"AL",2012,"ELMORE","WEOKA COMMUNITY CENTER",476,60,409
"AL",2012,"ELMORE","WETUMPKA CIVIC CENTER",2359,471,1866
"AL",2012,"ESCAMBIA","ABSENTEE",525,142,377
"AL",2012,"ESCAMBIA","ALCO J.D. JC MUSEUM",472,227,241
"AL",2012,"ESCAMBIA","APPLETON VOL. FIRE",460,62,398
"AL",2012,"ESCAMBIA","ATMORE CITY HALL",982,953,29
"AL",2012,"ESCAMBIA","ATMORE PUBLIC LIBRARY",1223,381,828
"AL",2012,"ESCAMBIA","BARNETTS CROSSROADS/ROBIN",131,5,125
"AL",2012,"ESCAMBIA","BETHEL ROBERTS VOTING",79,6,71
"AL",2012,"ESCAMBIA","BRADLEY VOL. FIRE DEPT.",64,11,53
"AL",2012,"ESCAMBIA","BREWTON CIVIC CENTER",2881,1249,1616
"AL",2012,"ESCAMBIA","CANOE CIVIC CLUB",358,46,305
"AL",2012,"ESCAMBIA","COUNTY HWY. DEPT.",262,149,110
"AL",2012,"ESCAMBIA","DAMASCUS BOYKIN SCHOOL",302,154,147
"AL",2012,"ESCAMBIA","DIXIE VOL. FIRE DEPT.",46,11,34
"AL",2012,"ESCAMBIA","EAST BREWTON SAIL SITE",1095,428,658
"AL",2012,"ESCAMBIA","FLOMATON CITY HALL",453,69,384
"AL",2012,"ESCAMBIA","FLOMATON COMMUNITY HOUSE",388,130,256
"AL",2012,"ESCAMBIA","HUXFORD MASONIC LODGE",235,12,223
"AL",2012,"ESCAMBIA","LITTLE ESCAMBIA VOTING",324,29,292
"AL",2012,"ESCAMBIA","LITTLE ROCK STORE",98,5,93
"AL",2012,"ESCAMBIA","McCALL SCHOOL",587,50,532
"AL",2012,"ESCAMBIA","McCULLOUGH VOL. FIRE DEPT",295,82,213
"AL",2012,"ESCAMBIA","NEW ORDER MISSIONARY BAPT",1055,695,359
"AL",2012,"ESCAMBIA","NOKOMIS VOTING HOUSE",386,66,317
"AL",2012,"ESCAMBIA","PINEVIEW VOTING HOUSE",196,15,180
"AL",2012,"ESCAMBIA","POARCH SAIL CENTER",344,132,210
"AL",2012,"ESCAMBIA","POLLARD TOWN HALL",271,61,206
"AL",2012,"ESCAMBIA","PROVISIONAL",0,0,0
"AL",2012,"ESCAMBIA","RACHEL PATTERSON ELEM SCH",617,158,455
"AL",2012,"ESCAMBIA","RIVERVIEW TOWN HALL",344,45,295
"AL",2012,"ESCAMBIA","ROCK HILL RIDGE RD VFD",283,89,194
"AL",2012,"ESCAMBIA","WALLACE METHODIST CHURCH",76,14,62
"AL",2012,"ETOWAH","1ST UNITED METH-ATTALLA",1158,601,541
"AL",2012,"ETOWAH","ABSENTEE",1386,432,936
"AL",2012,"ETOWAH","ABUNDANT LIFE CHURCH",273,238,32
"AL",2012,"ETOWAH","ALTOONA FIRE DEPTARTMENT",272,52,215
"AL",2012,"ETOWAH","ATTALLA RECREATION CENTER",1454,288,1151
"AL",2012,"ETOWAH","BLACK CREEK BAPTIST CH",282,34,242
"AL",2012,"ETOWAH","CARVER COMMUNITY CENTER",1215,1193,18
"AL",2012,"ETOWAH","CAVE SPRINGS",241,43,192
"AL",2012,"ETOWAH","DIST.",765,126,630
"AL",2012,"ETOWAH","DUCK SPRINGS SCHOOL",485,81,390
"AL",2012,"ETOWAH","EAST GADSDEN REC. CTR",1601,1309,281
"AL",2012,"ETOWAH","EGYPT COMMUNITY CENTER",311,71,235
"AL",2012,"ETOWAH","ELLIOTT COMMUNITY CENTER",1176,441,717
"AL",2012,"ETOWAH","FORD’S VALLEY WATER",469,92,374
"AL",2012,"ETOWAH","GADSDEN CONVENTION HALL",1433,879,534
"AL",2012,"ETOWAH","GALLANT COMMUNITY CENTER",432,62,365
"AL",2012,"ETOWAH","GEORGE WALLACE SENIOR CTR",2481,434,2006
"AL",2012,"ETOWAH","HOKES BLUFF COMMUNITY CTR",2611,408,2172
"AL",2012,"ETOWAH","IVALEE VOL. FIRE DEPT",402,81,316
"AL",2012,"ETOWAH","LIBERTY METHODIST CHURCH",298,51,242
"AL",2012,"ETOWAH","LOOKOUT MTN. COMM CTR",987,146,817
"AL",2012,"ETOWAH","MEADOW BROOK BAPTIST CH",1536,263,1256
"AL",2012,"ETOWAH","MORTON CHAPEL CHURCH",473,67,398
"AL",2012,"ETOWAH","MOUNTAINBORO VFD",867,129,726
"AL",2012,"ETOWAH","NEW UNION",264,33,227
"AL",2012,"ETOWAH","NEW UNION COMMUNITY CTR",899,136,751
"AL",2012,"ETOWAH","NOCCALULA KIWANIS PAVIL.",1849,398,1414
"AL",2012,"ETOWAH","NORTH GADSDEN REC. CTR",993,584,397
"AL",2012,"ETOWAH","NORTHEAST ETOWAH COMM CTR",1511,392,1091
"AL",2012,"ETOWAH","PROVISIONAL",0,0,0
"AL",2012,"ETOWAH","RAINBOW CITY COMM CTR",3456,709,2694
"AL",2012,"ETOWAH","RAINBOW CITY FIRE DEPT",657,109,537
"AL",2012,"ETOWAH","REECE CITY TOWN HALL",352,56,288
"AL",2012,"ETOWAH","RIDGEVILLE TOWN HALL",144,89,51
"AL",2012,"ETOWAH","SARDIS CITY HALL",793,107,675
"AL",2012,"ETOWAH","SOUTHSIDE HS OLD LUNCH RM",4082,601,3432
"AL",2012,"ETOWAH","TABERNACLE ACTIVITY CTR",329,121,198
"AL",2012,"ETOWAH","TILLISON BEND WATER AUTH.",581,100,474
"AL",2012,"ETOWAH","WALLACE HALL",1863,1445,403
"AL",2012,"ETOWAH","WALNUT GROVE V.F.D.",359,53,298
"AL",2012,"ETOWAH","WALNUT PARK REC. CTR",668,233,420
"AL",2012,"ETOWAH","WEST ETOWAH V.F.D.",210,20,188
"AL",2012,"ETOWAH","WHORTON BEND FIRE STATION",872,85,778
"AL",2012,"FAYETTE","ABSENTEE",216,53,161
"AL",2012,"FAYETTE","BERRY ARMORY",649,108,525
"AL",2012,"FAYETTE","BOLEY SPRINGS CHURCH",211,27,181
"AL",2012,"FAYETTE","BROWNS-GLEN ALLEN COMM CT",184,40,142
"AL",2012,"FAYETTE","BROWNS-WHITES CHAPEL CENTER",206,51,152
"AL",2012,"FAYETTE","BYLOR VOTING CTR-BANKSTON",354,50,298
"AL",2012,"FAYETTE","CLEAR CREEK VC- PHILA CH",126,18,105
"AL",2012,"FAYETTE","COLES NEW RIVER CH CHRIST",126,31,95
"AL",2012,"FAYETTE","COLES V CTR KILLINGSWORTH",116,26,88
"AL",2012,"FAYETTE","COLLIN VOTING CTR-MT. VERNON",254,22,232
"AL",2012,"FAYETTE","FAYETTE CIVIC CENTER",1557,438,1108
"AL",2012,"FAYETTE","FAYETTE YOUTH CENTER",888,370,515
"AL",2012,"FAYETTE","FAYETTE-COVIN VOTING CENTER",210,99,108
"AL",2012,"FAYETTE","FORDS VOTING CENTER-FORDS MTN",105,19,85
"AL",2012,"FAYETTE","GEORGES CREEK VC-PEA RIDGE",178,18,159
